contract_id,pe_name,contract_name,contract_amount,procurement_category,procurement_method,status
IDO/CHT/W/NCB/138/078-79,Infrastructure Development Office Chitwan,Hakim Chowk-Dhare Chowk-Makhan Chowk-Ashok Chowk-Pandey Ghumti- Diary Chowk-Sitamai Road,68543628.92,Works,NCB,In-Progress
IDO/CHT/W/NCB/65/078-79,Infrastructure Development Office Chitwan,Construction of Rigdi Khola Bridge,38811695.01,Works,NCB,In-Progress
UDBO/ILAM/W/NCB/06/075-076,"Urban Development and Building Office, Ilam",Construction of coverd hall building at DCC premises,14892262.20,Works,NCB,In-Progress
IDO/CHT/W/NCB/79/077-78,Infrastructure Development Office Chitwan,Hattidhap Surkhandi Thakuri Bhanjyang Kaanda Kaminchuli Jane Bato Sadak,184082853.80,Works,NCB,In-Progress
IDO/CHT/W/NCB/78/077-78,Infrastructure Development Office Chitwan,Purbi Chitwan Ring Road,32186153.29,Works,NCB,In-Progress
22/KRM/BRIDGE/2078/079,Kamal Rural Municipality,Construction of superstructure & protection works in gosline dhyangri khola bridge,7498188.20,Works,NCB,In-Progress
IDO/CHT/W/NCB/120/078-79,Infrastructure Development Office Chitwan,Construction and Upgrading Work of Puspalal lal Pradesh Chakrapath (Adamghat- Manahari Road project),172991453.69,Works,NCB,In-Progress
45/KRM/ROAD/2078/079,Kamal Rural Municipality,"Construction Of Asphalt Concreting work and Road Lighting System in Kerkha Bazaar, Ward No. 3",4306695.06,Works,NCB,In-Progress
35-BHR/2078/079/W/NCB/106,Bharatpur Metropolitian City Office,Blacktopped Road Construction at Golaghat dekhi wildlife resort ra sisabaas jane pitch baato,3938545.32,Works,NCB,Completed
IDO/CHT/W/NCB/131/078-79,Infrastructure Development Office Chitwan,Construction/Upgrading Work of Uttarakhanda Road,7787666.58,Works,NCB,In-Progress
IDO/CHT/W/NCB/116/078-79,Infrastructure Development Office Chitwan,Construction/Upgrading works of Piple Chowk to Dubechaur Samma Tower,2766031.98,Works,NCB,In-Progress
IDO/CHT/W/LRBP/NCB/78/076-77,Infrastructure Development Office Chitwan,Juwa Khola Bridge,26590310.31,Works,NCB,In-Progress
IDO/CHT/W/NCB/84/076-77,Infrastructure Development Office Chitwan,Construction of Baghmara Dovan RCC Motorable Bridge Over Baghmara Dova Khola,82309689.65,Works,NCB,In-Progress
IDO/CHT/W/NCB/68/077-78,Infrastructure Development Office Chitwan,Construction of Shaktikhola Bridge,41261775.86,Works,NCB,In-Progress
UDB-RUP/34701013/078-79/60,"Urban Development and Building Office, Rupandehi",Bipasna Centre,8930581.00,Works,NCB,Completed
UDB-RUP/34701013/078-79/61,"Urban Development and Building Office, Rupandehi","Construction Of Multipurpose Hall,Sarawal",9704600.40,Works,NCB,Completed
UDBO/ILAM/W/NCB/12/076-077,"Urban Development and Building Office, Ilam","Community Building Construction,Tumbewa 3 Panchthar",18071090.89,Works,NCB,In-Progress
UDB-RUP/34701013/078-79/59,"Urban Development and Building Office, Rupandehi","Construction Of Dharmashala at Krishnagar,Kapilvastu",20331230.13,Works,NCB,Completed
UDBO/ILAM/W/NCB/10/076-077,"Urban Development and Building Office, Ilam","Community Building Construction Gauradha-3, Jhapa",29852835.31,Works,NCB,In-Progress
UDB-RUP/34701014/078-79/51,"Urban Development and Building Office, Rupandehi","Construction Of MDrain at Palhinandan-05,Nawalparasi",3688359.55,Works,NCB,Completed
UDB-RUP/34701013/078-79/70,"Urban Development and Building Office, Rupandehi","Construction & Maintainance Of BP/Ganeshman Smirti Bhawan ,Bhairahawa",1661932.36,Works,NCB,Completed
UDB-RUP/34701013/078-79/40,"Urban Development and Building Office, Rupandehi","Construction OF infrastucture at Bidhutiye Sab Dah,Suddhodhan-02",6939152.03,Works,NCB,Completed
UDB-RUP/34701013/078-79/69,"Urban Development and Building Office, Rupandehi","Construction & infrastucture At Muktinath Temple,butwal-12",576941.28,Works,NCB,Completed
UDBO/ILAM/W/NCB/13/075-76,"Urban Development and Building Office, Ilam",Dokan Danda to Boudha Mod Road Construction and Upgrading Works,16173925.11,Works,NCB,Completed
UDB-RUP/34701013/078-79/09,"Urban Development and Building Office, Rupandehi","Construction of Seminar Hall at Foresty Research Centre , Yogikuti, Butwal, Rupandehi.",8342009.48,Works,NCB,Completed
UDB-RUP/34701012/078-79/04,"Urban Development and Building Office, Rupandehi","Construction of Infrastructure(Drain Cover) at Prabhatpath to Bhanupath Road,Si.na.pa.-09, Rupandehi",2589582.24,Works,NCB,In-Progress
UDB-RUP/34701012/NCB/078-79/3,"Urban Development and Building Office, Rupandehi","Construction of Infrastructure (Road Upgrading Works) at Unnatitole, Omsatiya Rural Municipality, Rupandehi.",1850689.14,Works,NCB,Completed
UDB-RUP/34701012/NCB/078-79/13,"Urban Development and Building Office, Rupandehi","Construction of Road and Drain at Semarhana Mayadevi-5, Marchawari-6,Rupandehi",5127135.72,Works,NCB,Completed
UDBO/ILAM/W/NCB/12/075-76,"Urban Development and Building Office, Ilam","Construction of Durga Community Building, Gwaldubba, Jhapa",11409368.85,Works,NCB,Completed
UDB-RUP/34701012/NCB/078-79/17,"Urban Development and Building Office, Rupandehi","Roadway Upgrading Works at South of Karmahawa Talariya Pokhari, Mayadevi-7, Kapilvastu.",1410889.75,Works,NCB,In-Progress
UDB-RUP/34701012/NCB/078-79/27,"Urban Development and Building Office, Rupandehi","Upgrading works of Road at Wasa Basanta Ma.vi Tole & Valuhi- Ahiroli,Sarawal 1 & 2 (Ekikrit Basti Bikas), West Nawalparasi.",5614954.67,Works,NCB,Completed
UDBO/ILAM/W/NCB/11/076-077,"Urban Development and Building Office, Ilam",Simingchong Sarbadharma Community Building Construction,18447175.63,Works,NCB,In-Progress
UDBO/ILAM/W/NCB/18/075-76,"Urban Development and Building Office, Ilam","Construction Of Community Building in Deurali Bazaar, Ilam",22280922.06,Works,NCB,In-Progress
UDBO/ILAM/W/NCB/05/076-077,"Urban Development and Building Office, Ilam","Construction of Road from Durga Chowk to Simsar Kankai-1, Jhapa",36858939.30,Works,NCB,In-Progress
UDBO/ILAM/W/NCB/04/076-077,"Urban Development and Building Office, Ilam","Construction of Connecting Road and Drainage from Surunga Bridge to Tappu Kankai-2, Jhapa",34121879.07,Works,NCB,In-Progress
UDBO/ILAM/W/NCB/02/076-077,"Urban Development and Building Office, Ilam","Construction of Office Building Water Resource and Irrigation Development Division ,Phidim",16369713.17,Works,NCB,Completed
UDBO/ILAM/W/NCB/01/076-077,"Urban Development and Building Office, Ilam",Construction of Madan Bhandari Smrithi Pratisthan Bhawan at Fungling,22299029.10,Works,NCB,In-Progress
UDB-RUP/34701013/078-79/60.,"Urban Development and Building Office, Rupandehi","Construction Of Infrastucture at Bipasna Centre,Sarawal-02,Nawalparasi",8930581.00,Works,NCB,Completed
GTMSRRP/337011094/076/77-002,Galchhi Trishuli Mailung Syaprubeshi Rasuwagadhi Road Project,"Construction of Jhangar Khola Bridge (RCC 1x15), Nuwakot",34774037.91,Works,NCB,In-Progress
GTMSRRP/337011094/076/77-003,Galchhi Trishuli Mailung Syaprubeshi Rasuwagadhi Road Project,"Construction of Dhobi Khola Bridge (RCC1X15m), Nuwakot",28370944.05,Works,NCB,In-Progress
GTMSRRP/337011094/076/77-004,Galchhi Trishuli Mailung Syaprubeshi Rasuwagadhi Road Project,"Construction of Bire Khola Bridge (RCC1X20m), Nuwakot",33542100.19,Works,NCB,In-Progress
GTMSRRP/337011094/076/77-005,Galchhi Trishuli Mailung Syaprubeshi Rasuwagadhi Road Project,"Construction of Gundre Khola Bridge (RCC1X15m), Nuwakot",35079246.56,Works,NCB,In-Progress
UDBO/ILAM/W/NCB/09/076-077,"Urban Development and Building Office, Ilam","COnstruction of Road from Gauradaha Everest School to Red Cross Office, Gauradaha-1, Jhapa",16149988.95,Works,NCB,Completed
GTMSRRP/337011094/076/77-006,Galchhi Trishuli Mailung Syaprubeshi Rasuwagadhi Road Project,"Construction of Sukaure Khola Bridge (RCC1X20m), Nuwakot",32230792.78,Works,NCB,In-Progress
UDBO/ILAM/W/NCB/03/076-077,"Urban Development and Building Office, Ilam","Construction of Community Building at Shri Durga Panchayan Temple Area Arjundhara-2, Jhapa",10858713.62,Works,NCB,Completed
GTMSRRP/337011094/076/77-007,Galchhi Trishuli Mailung Syaprubeshi Rasuwagadhi Road Project,"Slope Stabilization and Protection for Road Slope Disaster Management of Galchhi Landslide, Dhading (Ch. 2+100) and Jiling Landslide, Nuwakot (Ch. 16+200)",180549903.04,Works,NCB,In-Progress
GTMSRRP/337011094/076/77-008,Galchhi Trishuli Mailung Syaprubeshi Rasuwagadhi Road Project,"""Slope Stabilization and Protection for Road Slope Disaster Management of Tirtire Bhir Landslide, Nuwakot (Ch. 32+200)""",156819968.15,Works,NCB,In-Progress
UDBO/ILAM/W/NCB/16/075-76,"Urban Development and Building Office, Ilam","Construction of Jestha Nagarik Community Building, Barhadashi, Jhapa",13665180.54,Works,NCB,Completed
GTMSRRP/337011094/076/77-001,Galchhi Trishuli Mailung Syaprubeshi Rasuwagadhi Road Project,Upgrading of Mailung Syphrubesi Road To Dedicated Double Lane Standard (Chainage 46+000 to 64+841),1451339084.84,Works,NCB,In-Progress
UDBO/ILAM/W/NCB/04/075-76,"Urban Development and Building Office, Ilam","Road and Drain Construction work at Laxmimarga-Baluwatar-Chakrapath, Damak, Jhapa",35399339.95,Works,NCB,In-Progress
UDBO/ILAM/W/NCB/19/075-76,"Urban Development and Building Office, Ilam","Construction of Multipurpose Building In Naya Bazaar, Maijogmai,Ilam",25631510.54,Works,NCB,In-Progress
UDBO/ILAM/W/NCB/15/075-076,"Urban Development and Building Office, Ilam",Construction of Road and Drains in Fungling Municipalit Taplejung,76017724.00,Works,NCB,In-Progress
RIDORUP/RUP/134/NCB/078-79/154,"Road Infrastructure Development office, Rupandehi",Upgrading - Bagahawa Gaun- Kaughat Road Rupandehi,2300104.56,Works,NCB,Completed
UDBO/ILAM/W/NCB/03/075-76,"Urban Development and Building Office, Ilam","Construction Of Miklajung Awasiye Bhawan,Rabi,Miklajung Rural Muncipality, Panchthar",38991442.47,Works,NCB,Completed
UDBO/ILAM/W/NCB/17/075-76,"Urban Development and Building Office, Ilam","Construction of Guest House In Sandakpur Hill, Ilam",28591514.58,Works,NCB,In-Progress
UDBO/ROLPA/NCB/WORKS/02-2078/79,"Urban Development and Building Office, Rolpa","Cultural Theater Access Road and Footpath Construction Work, Rolpa na pa,Rolpa.",1938189.61,Works,NCB,In-Progress
UDBO/ROLPA/NCB/WORKS/03-2078/79,"Urban Development and Building Office, Rolpa","Tribeni Nerpa Bazar Basti Bikash (Road and Drain Work),Rolpa.",3703172.56,Works,NCB,In-Progress
UDBO/ROLPA/NCB/WORKS/04-2078/79,"Urban Development and Building Office, Rolpa","Jibang Kafaldanda Green Park Construction work, Rolpa Na. Pa. -06, Rolpa.",4217055.11,Works,NCB,In-Progress
UDBO/ROLPA/NCB/WORKS/06-2078/79,"Urban Development and Building Office, Rolpa","Sushil Koirala Smriti Building Construction Works, Liwang, Rolpa .",4115500.82,Works,NCB,In-Progress
MIP/TMC/WORKS/NCB-01/2077-78,Mahakali Irrigation Project-III Stage,Construction of Canal and Related Structures,36369616.45,Works,NCB,Completed
UDBO/ILAM/W/NCB/14/075-76,"Urban Development and Building Office, Ilam","Construction of road and drain in ilam municipality, ilam",17366554.40,Works,NCB,Completed
UDBO/ILAM/W/NCB/07/075-76,"Urban Development and Building Office, Ilam","Construction of area police office cum barrack & toilet block, manglabare,ilam",22213535.81,Works,NCB,Completed
UDBO/ILAM/W/NCB/13/076-77,"Urban Development and Building Office, Ilam","Construction Of Multi-Storey Parking and Information Centre, Ilam-7",127231235.32,Works,NCB,In-Progress
UDBO/DANG/SQ/WORKS/24-2078/79,"Urban Development & Building Office Ghorahi, Dang","Dabri Pipal Bot - Kanjawar Road Construction Works, Tulsipur 15 Dang.Re",1700636.55,Works,Sealed Quotation,In-Progress
UDBO/DANG/NCB/WORKS/13-2078/79,"Urban Development & Building Office Ghorahi, Dang","Gurukul School-Deepshikha Chowk-Army Barrack Integrated Infrastructure Construction Works( Drain Works ), Ghorahi 15, Dang.",3230345.43,Works,NCB,In-Progress
NCB-18/078/79,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Naglibang Trail Bridge",92993247.90,Works,NCB,Completed
UDB-RUP/34701013/078-79/50,"Urban Development and Building Office, Rupandehi","Construction of 15 Bed Ayurbed Hospital Building,Taulihawa,Kapilvastu",114110367.41,Works,NCB,In-Progress
UDBO/DANG/NCB/WORKS/11-.2078/79,"Urban Development & Building Office Ghorahi, Dang","OM Shanti Building Construction Work (Talla Thap), Ghorahi Dang.",3552944.71,Works,NCB,In-Progress
UDB-RUP/34701014/NCB/078-79/53,"Urban Development and Building Office, Rupandehi","Construction of Drain at Suddodhan-02, Bangai, Rupandehi. (Sahari Purbadhar Nirman)",2529089.73,Works,NCB,Completed
UDBO/DANG/NCB/WORKS/17-2078/79,"Urban Development & Building Office Ghorahi, Dang","B.P. Smriti Building Construction Works (Talla Thap), Lamahi, Dang.",4131919.69,Works,NCB,In-Progress
NCB-17/078/79,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Kathal Malhaniya Multispan Trail Bridge",242793704.20,Works,NCB,Completed
UDBO/DANG/NCB/WORKS/05-2078/79,"Urban Development & Building Office Ghorahi, Dang","Gobardiha BastiBikas Road And Drain Construction Works, Gadhawa 3, Dang.",1736181.38,Works,NCB,In-Progress
RIDO/RUP/LRBP/BR/134/NCB/078-79/51,"Road Infrastructure Development office, Rupandehi","Construction of Tinau Khola Motorable RCC Tee Beam Bridge , Duimuhan , Rupandehi",135157845.58,Works,NCB,Completed
UDBO/DANG/NCB/WORKS/03-2078/79,"Urban Development & Building Office Ghorahi, Dang","GauriShankar Mandir-Lokmani Chowk-Bhagwanpur Road And Drain Construction Works., Ghorahi 16, Dang.",3359716.58,Works,NCB,In-Progress
UDB-RUP/34701014/NCB/078-79/48,"Urban Development and Building Office, Rupandehi","Construction of Infrastructure at Children Park, Sarawal-01, Rajahawa, Nawalparasi (West)",894803.78,Works,NCB,In-Progress
UDB-RUP/37000012/NCB/078-79/49,"Urban Development and Building Office, Rupandehi","Construction of Shed (truss) of Pratappur Healthpost, Belatari.",1303315.45,Works,NCB,In-Progress
UDB-RUP/34701013/NCB/078-79/66,"Urban Development and Building Office, Rupandehi","Construction of Infrastructure at Gausala, Tilottama-1 & 8. Rupandehi.",2867116.23,Works,NCB,Completed
UDB-RUP/34701013/NCB/078-79/68,"Urban Development and Building Office, Rupandehi","Construction of Compound wall at Tharu sanskritik. sainamaina-04, kusma, Rupandehi.",1071455.27,Works,NCB,Completed
RIDO/RUP/LRBP/BR/134/NCB/078-79/52,"Road Infrastructure Development office, Rupandehi","Construction of Bhaluhi Khola RCC Tee Beam Bridge , West Nawalparasi",105937430.23,Works,NCB,Completed
UDB-RUP/33704014/NCB/077-78/04,"Urban Development and Building Office, Rupandehi","Construction of Road, Footpath and paving Interlock Block Works at Ramgram, Nawalparasi",9363155.14,Works,NCB,In-Progress
41-BMC/2078/079/W/NCB/121,Bharatpur Metropolitian City Office,Construction of Drain from Buddha Chowk canal to Bishal chowk Bmc 07,3968712.74,Works,NCB,Completed
UDB-RUP/33704014/NCB/077-78/10,"Urban Development and Building Office, Rupandehi","Construction of Road, Footpath and paving Interlock Block Works at Devdaha Municipality, Rupandehi",6682408.91,Works,NCB,In-Progress
UDB-RUP/33704014/NCB/077-78/07,"Urban Development and Building Office, Rupandehi","Construction of Footpath and Drain at Mahalawar-majdiya Road and Padhariya-Masjid, Lumbini Sanskritik, Rupandehi",14013671.95,Works,NCB,Completed
40-BMC/2078/079/W/NCB/118,Bharatpur Metropolitian City Office,"Blacktopped Road Construction in Naurange Sayapatri Marga Street no 7 and 12, BMC-11",3798079.72,Works,NCB,Completed
18-BMC/2078/079/W/NCB/41,Bharatpur Metropolitian City Office,Blacktopping of Different Roads in BMC-25 (4 Roads),10067306.00,Works,NCB,Completed
UDB-RUP/33704014/NCB/077-78/14,"Urban Development and Building Office, Rupandehi","Construction of Road, Footpath and paving Interlock Block Works at Sandikharka Bazar, Arghakhachi",8857262.55,Works,NCB,In-Progress
UDB-RUP/33704014/NCB/077-78/15,"Urban Development and Building Office, Rupandehi","Construction of Road, Footpath and paving Interlock Block Works at Sitganga Municipality, Arghakhachi",8940572.07,Works,NCB,In-Progress
18-BMC/2078/079/W/NCB/42,Bharatpur Metropolitian City Office,"""Construction of Blacktopped Road Construction from Keuri Ghol Pul to Binod Mahato's House to Milan Samuha to Ramlal Chowk to Bangala, BMC-26""",9514847.75,Works,NCB,Completed
18-BMC/2078/079/W/NCB/43,Bharatpur Metropolitian City Office,"""Construction of Blacktopped Road from Padam Pokhari Shivalaya Chowk to Aas Bahadur's House Chowk Towards North, BMC-22""",4196236.95,Works,NCB,Completed
UDBO/ILAM/W/NCB/11/075-76,"Urban Development and Building Office, Ilam","Integrated Development Work at FAlgunanda Buspark at Damak-2, Jhapa",151986872.13,Works,NCB,In-Progress
UDB-RUP/33704014/NCB/077-78/20,"Urban Development and Building Office, Rupandehi","Construction of Footpath at Kalikapath Butwal, Rupandehi",45432550.88,Works,NCB,In-Progress
UDB-RUP/33704014/NCB/077-78/21,"Urban Development and Building Office, Rupandehi","Construction of Footpath and Drain(Remaining Works)at Kalikapath,Butwal,Rupandehi",11650443.33,Works,NCB,In-Progress
18-BMC/2078/079/W/NCB/44,Bharatpur Metropolitian City Office,"""Construction of Blacktopped Road from Hari Prasad Sapkota's House to Ward no 17 Territory in East, BMC-19""",2165894.26,Works,NCB,Completed
NCB-14/078/79,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Akabarpur Katautiya Trail Bridge",29514138.68,Works,NCB,Completed
29-BHR/2078/079/W/NCB/83,Bharatpur Metropolitian City Office,"Construction of stone masonary wall at Pungikhola, BMC 01",1104643.93,Works,Sealed Quotation,Completed
29-BHR/2078/079/W/NCB/85,Bharatpur Metropolitian City Office,Different Road Construction Works at BMC-09,6018149.00,Works,NCB,Completed
UDBO/ILAM/W/NCB/08/076-077,"Urban Development and Building Office, Ilam","Construction of Blacktop Road from Solmari Chowk to Sarangpada Bazar, Kamal Gaupalika, Jhapa",38318890.40,Works,NCB,In-Progress
30-BHR/2078/079/W/NCB/87,Bharatpur Metropolitian City Office,"Multipurpose Building Construction works for Federation of Nepal Beekepers,BMC 12 chitwan",3467367.99,Works,NCB,Completed
20-BMC/2078/079/G/SQ/49-RE,Bharatpur Metropolitian City Office,Procurement of Disaster Relief Supplies for BMC,1289555.00,Goods,Sealed Quotation,Completed
30-BHR/2078/079/W/NCB/88,Bharatpur Metropolitian City Office,Road Construction at Different wards of bharatpur metropolitan city (ward 11 12 15 16 23),34868629.64,Works,NCB,In-Progress
20-BMC/2078/079/W/SQ/50,Bharatpur Metropolitian City Office,"Road Upgradation Works with Drainage System in Indra Marga, BMC-9",995577.69,Works,Sealed Quotation,Completed
30-BHR/2078/079/W/NCB/89,Bharatpur Metropolitian City Office,"Kerunga River Beautification RCC wall Construction at Kerunga Ghol,Ward no 9",28314300.11,Works,NCB,Completed
29-BHR/2078/079/W/NCB/93,Bharatpur Metropolitian City Office,Blacktopped Road And Drain Construction at Bharatpur Ward No. 2,3257155.51,Works,NCB,In-Progress
RIDORUP/RUP/134/NCB/078-79/153,"Road Infrastructure Development office, Rupandehi","Malwar Devi Korange tole Rastrapati Marg Haraiya Nanauli Road ,Rupandehi",14542708.09,Works,NCB,Completed
40-BMC/2078/079/W/NCB/117,Bharatpur Metropolitian City Office,"Blacktopped Road Construction in Hemlal Tole, BMC-23",3745165.82,Works,NCB,In-Progress
23-BMC/2078/079/W/NCB/57,Bharatpur Metropolitian City Office,"Maintenance Of Different Roads of Ward no. 7, BMC",3121579.77,Works,NCB,In-Progress
RE-39-BMC/2078/079/W/SQ/116,Bharatpur Metropolitian City Office,"Maintenance Of Conference Hall Of Family Planning Association Of Nepal, BMC 12",1656719.22,Works,Sealed Quotation,Completed
23-BMC/2078/079/W/NCB/59,Bharatpur Metropolitian City Office,"""Laxman Paudel Gharchowk Dekhi Manav Seva Aashram Hudai Newroad Jane Tarfa Drain Nirman kaarya, BMC 3""",4054859.00,Works,NCB,Completed
29-BHR/2078/079/W/NCB/94,Bharatpur Metropolitian City Office,Blacktopped Road Construction from Balkrishna Subedi’s House to Rangila Pokhari to Aslal Guru’s House (BMC-21),3280429.00,Works,NCB,In-Progress
1-BMC/2078/079/W/NCB/1,Bharatpur Metropolitian City Office,Periodic Maintenance Works of Pulchowk-Narayangarh Buspark Road Section at Bharatpur,19169905.00,Works,NCB,In-Progress
35-BHR/2078/079/W/NCB/105,Bharatpur Metropolitian City Office,Blacktopped road construction (Patlaharu Tharu Village to Panchakanya Chowk) at BMC 22,2372651.72,Works,NCB,In-Progress
23-BMC/2078/079/W/NCB/60,Bharatpur Metropolitian City Office,"""Chokraj Dhakalko Ghar Bata Paschim Tarfa 13 ra 14 ko Simana Hudai Salitaareko Ghar Samma Sadak Kaalopatre""",3222332.37,Works,NCB,In-Progress
38-BMC/2078/079/W/NCB/106,Bharatpur Metropolitian City Office,Blacktopped Road Construction at Golaghat dekhi wildlife resort ra sisabaas jane pitch baato,3938545.32,Works,NCB,In-Progress
23-BMC/2078/079/W/NCB/61,Bharatpur Metropolitian City Office,ward 22 chowk dekhi paschim kurmiya chowk samma kalopatre kaam,6787779.64,Works,NCB,In-Progress
39-BMC/2078/079/W/NCB/107,Bharatpur Metropolitian City Office,"Blacktopped Road Construction from Milijuli Chowk To Nursery Chowk, BMC-16",4602969.12,Works,NCB,Completed
2-BMC/2078/079/G/NCB/2,Bharatpur Metropolitian City Office,Procurement of Sanitary Pad as per Specification.,9263399.98,Goods,NCB,Completed
29-BHR/2078/079/W/NCB/96,Bharatpur Metropolitian City Office,"Blacktopped Road Construction works(From Telauli Medical Chowk to Til Kumari sunars house, Chitaunes house to bridge muna chowk to dal bahadur ales house telauli kshetri chowk to janakalyan and shanka",4079458.77,Works,NCB,Completed
UDB-RUP/35000021/NCB/077-78/33,"Urban Development and Building Office, Rupandehi","Building Construction Work of Maternity Block at Bhim Hospital, Bhairahawa, Rupandehi",96593588.04,Works,NCB,In-Progress
UDBO/ILAM/W/NCB/05/075-76,"Urban Development and Building Office, Ilam","Construction of Physical Infrastructures at Kankai Muktighat, Shivasatashi, Jhapa",25177870.36,Works,NCB,Completed
39-BMC/2078/079/W/NCB/108,Bharatpur Metropolitian City Office,Blacktopped Road Construction Works(Hemlal Mahatoko Culvert Dekhi Purba Dadrahani Chowk Jane Bato) BMC20,4381654.67,Works,NCB,In-Progress
35-BMC/2078/079/W/NCB/97,Bharatpur Metropolitian City Office,"construction of Tekwando Dojangko Covered Hall, BMC 26 chitwan",3385312.20,Works,NCB,In-Progress
UDB-RUP/33704013/NCB/077-78/34,"Urban Development and Building Office, Rupandehi","Building Construction Work of Veterinary Referral Hospital, Bhairahawa, Rupandehi",108755917.17,Works,NCB,In-Progress
35-BMC/2078/079/W/NCB/98,Bharatpur Metropolitian City Office,"Blacktopped Road construction from basanta chowk to shree krishna sir's house to baburam chowk,BMC-18",2554046.34,Works,NCB,In-Progress
37-BMC/2078/079/W/NCB/102,Bharatpur Metropolitian City Office,"Construction of Additional Storey in Sukranagar Health Post, BMC-25",2843119.23,Works,NCB,Completed
UDB-RUP/33704012/NCB/077-78/38,"Urban Development and Building Office, Rupandehi","Upgrading works of Road at Magarmudaha & Basnta ma.vi Tola ( Ekikrit Basti Bikas), Sarawal",14581704.87,Works,NCB,In-Progress
37-BMC/2078/079/W/NCB/103,Bharatpur Metropolitian City Office,"Construction of ward office Building, Bharatur",13051750.44,Works,NCB,In-Progress
