contract_id,pe_name,contract_name,contract_amount,procurement_category,procurement_method,status
IDO/TPJ/WORKS/ROAD/SQ-34/082/83(Re-Bid),"Infrastructure Development Office, Taplejung, Koshi Province","Upgrading of Sango-Bipudhap-Sungsabu-Wakhu Road, Phaktanglung-04, Taplejung",893107.8,Works,Sealed Quotation,Completed
IDO/TPJ/WORKS/BUILDING/SQ-35/082/83(Re-Bid),"Infrastructure Development Office, Taplejung, Koshi Province","Upgrading of Khewang Sports Club Khel Maidan, Sirijanga, Taplejung",963665.0,Works,Sealed Quotation,Completed
IDO/TPJ/WORKS/BUILDING/SQ-37/082/83(Re-Bid),"Infrastructure Development Office, Taplejung, Koshi Province","Construction of Roof Truss of Bipudham Primary School, Phaktanglung - 4, Bipudham",934402.97,Works,Sealed Quotation,Completed
IDO/TPJ/WORKS/ BUILDING/SQ-38/082/83(Re-Bid),"Infrastructure Development Office, Taplejung, Koshi Province","Construction of Two Storey Building of Laxmi Secondary School, Phaktanglung-03, Taplejung",748795.5,Works,Sealed Quotation,Completed
IDO/TPJ/WORKS/ ROAD/SQ-39/082/83(Re-Bid),"Infrastructure Development Office, Taplejung, Koshi Province","Upgrading of Ghodechaur to Chhatre Dhara Road, Phungling Na. Pa. 7, Taplejung",572501.38,Works,Sealed Quotation,Completed
IDO/TPJ/WORKS/ BUILDING/SQ-40/082/83(Re-Bid),"Infrastructure Development Office, Taplejung, Koshi Province","Construction of Patient Waiting House of Health Post, Aathrai Tribeni-3, Taplejung",777014.43,Works,Sealed Quotation,Completed
IDO-SOLU-NCB-ROAD-04-2082//83,"Infrastructure Development Office, Solukhumbu","Construction of River Training And Approach Road At Pikhu Khola Bridge Thulung Dudhkoshi R.M-06, Solukhumbu",2904624.08,Works,NCB,In-Progress
IDO-SOLU-NCB-BUILDING-12-2082/83,"Infrastructure Development Office, Solukhumbu","Upgradation of Shrijanshil Yuwa samaj Thulung Dudhkoshi-02,Solukhumbu Khel Maidan",910779.9,Works,NCB,In-Progress
IDO-SOLU-NCB-BUILDING-14R-2082/83,"Infrastructure Development Office, Solukhumbu","Construction Of Kofu Saamudayik Bhawan Mapye Dudhkoshi-05, Kofu,Solukhumbu",2060148.79,Works,NCB,In-Progress
IDO-SOLU-NCB-BUILDING-19-2082/83,"Infrastructure Development Office, Solukhumbu","Lokhim Krishi Upaj Sankalan Tatha Bhandaran Bhawan Nirman Thulung Dudhkoshi-09,solukhumbu",1700311.73,Works,NCB,In-Progress
